Normalized tag,Clean,Mitch's Category,Laura's Category,Model,Field
hoffhalterraphael15251568,"Hoffhalter, Raphael, 1525-1568",Person,Person,Unknown,Person Unknown
hoffmanconradus,"Hoffman, Conradus",Person,Person,Unknown,Person Unknown
hofmannusjohannes,"Hofmannus, Johannes",Person,Person,Unknown,Person Unknown
holbeinhans14971543,"Holbein, Hans, 1497?-1543",Person,Person,Unknown,Person Unknown
holdenedwinbedwinbabcock18611906,"Holden, Edwin B. (Edwin Babcock), 1861-1906",Person,Person,Unknown,Person Unknown
hollnsteinerfranz,"Hollnsteiner, Franz",Person,Person,Unknown,Person Unknown
hollwaycalthrophchenrycalthrop,"Hollway-Calthrop, H. C. (Henry Calthrop)",Person,Person,Unknown,Person Unknown
holmdenjamesfosterb1919,"Holmden, James Foster, b. 1919",Person,Person,Unknown,Person Unknown
holmesjohn,"Holmes, John",Person,Person,Unknown,Person Unknown
holyromanemperors,Holy Roman emperors,,Persons,Unknown,Person Unknown
holzingerjb,"Holzinger, J. B.",Person,Person,Unknown,Person Unknown
holzingerjosephbonaventura18361912,"Holzinger, Joseph Bonaventura, 1836-1912",Person,Person,Unknown,Person Unknown
honnelaîtreclaude,"Honnelaître, Claude",Person,Person,Unknown,Person Unknown
hoombech,Hoombech,,Person,Unknown,Person Unknown
hopylwolfgang1522,"Hopyl, Wolfgang, -1522",Person,Person,Unknown,Person Unknown
hornconradfl15651603,"Horn, Conrad, fl. 1565-1603",Person,Person,Unknown,Person Unknown
hornbycharlesharrystjohn18671946,"Hornby, Charles Harry St. John, 1867-1946",Person,Person,Unknown,Person Unknown
horvathgregorius15581597,"Horvath, Gregorius, 1558-1597",Person,Person,Unknown,Person Unknown
horvathstansithgregor15581597,"Horvath-Stansith, Gregor, 1558-1597",Person,Person,Unknown,Person Unknown
hottotrobert18841939,"Hottot, Robert, 1884-1939",Person,Person,Unknown,Person Unknown
houghjohnstockton,"Hough, John Stockton",Person,Person,Unknown,Person Unknown
houghjohnstockton18451900,"Hough, John Stockton, 1845-1900",Person,Person,Unknown,Person Unknown
houghtonrichardmoncktonmilnesbaron18091885,"Houghton, Richard Monckton Milnes, Baron, 1809-1885",Person,Person,Unknown,Person Unknown
howardfulkegrevilled1846,"Howard, Fulke Greville, d. 1846",Person,Person,Unknown,Person Unknown
huardcyprian,"Huard, Cyprian",Person,Person,Unknown,Person Unknown
huardcyprien,"Huard, Cyprien",Person,Person,Unknown,Person Unknown
hueberhannsen,"Hueber, Hannsen",Person,Person,Unknown,Person Unknown
huguenyfrédéricléopold18151896,"Hugueny,Frédéric Léopold, 1815-1896",Person,Person,Unknown,Person Unknown
husemanntheodorgottfried18331901,"Husemann, Theodor Gottfried, 1833-1901",Person,Person,Unknown,Person Unknown
husemanntheodor18331901,"Husemann, Theodor, 1833-1901",Person,Person,Unknown,Person Unknown
huskcf,"Husk, C. F.",Person,Person,Unknown,Person Unknown
hustedseymourl18101887,"Husted, Seymour L., 1810-1887",Person,Person,Unknown,Person Unknown
huthhenry18151878,"Huth, Henry, 1815-1878",Person,Person,Unknown,Person Unknown
huzard,Huzard,Person,Person,Unknown,Person Unknown
huzarddelinstitut,Huzard de l'Institut,,Person,Unknown,Person Unknown
huzardjbjeanbaptiste17551838,"Huzard, J.-B. (Jean-Baptiste), 1755-1838",Person,Person,Unknown,Person Unknown
höglwörth,Höglwörth,,Person,Unknown,Person Unknown
höltzelhieronymusfl15001525,"Höltzel, Hieronymus, fl. 1500-1525",Person,Person,Unknown,Person Unknown
igiunti,I Giunti,,Person,Unknown,Person Unknown
iddesleighstaffordhenrynorthcoteearlof18181887,"Iddesleigh, Stafford Henry Northcote, Earl of, 1818-1887",Person,Person,Unknown,Person Unknown
ignatiusofloyolasaint14911556,"Ignatius, of Loyola, Saint, 1491-1556",Person,Person,Unknown,Person Unknown
illyricus,Illyricus,,Person,Unknown,Person Unknown
imbertigerardo,"Imberti, Gerardo",Person,Person,Unknown,Person Unknown
imlineliasfl1588,"Imlin, Elias, fl. 1588",Person,Person,Unknown,Person Unknown
imlinuselias,"Imlinus, Elias",Person,Person,Unknown,Person Unknown
imperialigiusepperenato16511737,"Imperiali, Giuseppe Renato, 1651-1737",Person,Person,Unknown,Person Unknown
ingrahamedwarddedwardduncan17931854,"Ingraham, Edward D. (Edward Duncan), 1793-1854",Person,Person,Unknown,Person Unknown
irvinghenrysir18381905,"Irving, Henry, Sir, 1838-1905",Person,Person,Unknown,Person Unknown
isingrinmmichael15001557,"Isingrin, M. (Michael), 1500-1557",Person,Person,Unknown,Person Unknown
issaverdensjamesb1834,"Issaverdens, James, b. 1834",Person,Person,Unknown,Person Unknown
iverheathbucksengland,"Iver Heath, Bucks, England",Person,Person,Unknown,Person Unknown
ivesbrayton18401914,"Ives, Brayton, 1840-1914",Person,Person,Unknown,Person Unknown
jjleighton,J. &amp; J. Leighton,,Person,Unknown,Person Unknown
jacksonjohncohen18261895,"Jackson, John Cohen, 1826-1895",Person,Person,Unknown,Person Unknown
jacobddietrick,Jacob D. Dietrick,,Person,Unknown,Person Unknown
jagnerusgeorgiusw,"Jagnerus, Georgius W.",Person,Person,Unknown,Person Unknown
jailletcharles19042006,"Jaillet, Charles, 1904-2006",Person,Person,Unknown,Person Unknown
jamesmorgan,James Morgan,,Person,Unknown,Person Unknown
jamesthoc,"James, Tho. C.",Person,Person,Unknown,Person Unknown
jamesthomascthomaschalkley17661835,"James, Thomas C. (Thomas Chalkley), 1766-1835",Person,Person,Unknown,Person Unknown
janpierrede,"Jan, Pierre de",Person,Person,Unknown,Person Unknown
janicolotolommeofl15241548,"Janicolo, Tolommeo, fl. 1524-1548",Person,Person,Unknown,Person Unknown
jannetjeanphilippe17421817,"Jannet, Jean-Philippe, 1742-1817",Person,Person,Unknown,Person Unknown
janviermeredith18721936,"Janvier, Meredith, 1872-1936",Person,Person,Unknown,Person Unknown
jardelclauderobert17221788,"Jardel, Claude Robert, 1722-1788",Person,Person,Unknown,Person Unknown
jeffrey,Jeffrey?,,Person,Unknown,Person Unknown
jelletz,Jelletz,,Person,Unknown,Person Unknown
jensonnicolasapproximately14201480,"Jenson, Nicolas, approximately 1420-1480",Person,Person,Unknown,Person Unknown
joanesevangelistaviterbiensis,Joanes Evangelista Viterbiensis,,Person,Unknown,Person Unknown
joannes,Joannes,,Person,Unknown,Person Unknown
joannesbaptistavalerianusdeperusia,Joannes Baptista Valerianus de Perusia,,Person,Unknown,Person Unknown
joannesbarou,Joannes Barou,,Person,Unknown,Person Unknown
joannesfranciscusderoma,Joannes Franciscus de Roma,,Person,Unknown,Person Unknown
joanneum,Joanneum,,Person,Unknown,Person Unknown
joannisfranciscideroma,Joannis Francisci de Roma,,Person,Unknown,Person Unknown
jobinbernhardd1593,"Jobin, Bernhard, d. 1593",Person,Person,Unknown,Person Unknown
johannfriedrichikurfürstvonsachsen15031554,"Johann Friedrich I, Kurfürst von Sachsen, 1503-1554",Person,Person,Unknown,Person Unknown
johannfriedrichdukeofpomerania15421600,"Johann Friedrich, Duke of Pomerania, 1542-1600",Person,Person,Unknown,Person Unknown
johannes,Johannes,,Person,Unknown,Person Unknown
johannis,Johannis,,Person,Unknown,Person Unknown
johnsonj,"Johnson, J.",Person,Person,Unknown,Person Unknown
johnsonn,"Johnson, N.",Person,Person,Unknown,Person Unknown
josephwilliammathews,Joseph William Mathews,,Person,Unknown,Person Unknown
jossebadius,Josse Badius,,Person,Unknown,Person Unknown
juliusiiipope14871555,"Julius III, Pope, 1487-1555",Person,Person,Unknown,Person Unknown
juliusdukeofbraunschweiglüneburg15281589,"Julius, Duke of Braunschweig-Lüneburg, 1528-1589",Person,Person,Unknown,Person Unknown
kalasanacerbergjoseph17711843,"Kalasanac Erberg, Joseph, 1771-1843",Person,Person,Unknown,Person Unknown
kalbfleischcharlesccharlesconoverb1868,"Kalbfleisch, Charles C. (Charles Conover), b. 1868",Person,Person,Unknown,Person Unknown
kammermeistersebastiand1503,"Kammermeister, Sebastian, d. 1503",Person,Person,Unknown,Person Unknown
karadjaconstantini18891950,"Karadja, Constantin I., 1889-1950",Person,Person,Unknown,Person Unknown
karledlervonstockhammern,Karl Edler von Stockhammern,,Person,Unknown,Person Unknown
karltheodorelectorpalatineandelectorofbavaria17241799,"Karl Theodor, Elector Palatine and Elector of Bavaria, 1724-1799",Person,Person,Unknown,Person Unknown
kaufmannusjoannes,"Kaufmannus, Joannes",Person,Person,Unknown,Person Unknown
kebrerjohanngeorg,"Kebrer, Johann Georg",Person,Person,Unknown,Person Unknown
kedelleantonioseabra,"Kedelle, Antonio Seabra",Person,Person,Unknown,Person Unknown
kehrerjohanngeorg,"Kehrer, Johann Georg",Person,Person,Unknown,Person Unknown
keimgeorgedebenneville,"Keim, George de Benneville",Person,Person,Unknown,Person Unknown
kempcharles,"Kemp, Charles",Person,Person,Unknown,Person Unknown
kennewaymariona,"Kenneway, Mariona",Person,Person,Unknown,Person Unknown
kennewaymarkjohn18801960,"Kenneway, Mark John, 1880-1960",Person,Person,Unknown,Person Unknown
kennewaymaryelizabeth,"Kenneway, Mary Elizabeth",Person,Person,Unknown,Person Unknown
kennycourtney,"Kenny, Courtney",Person,Person,Unknown,Person Unknown
kenyonlloydkenyonbaron17321802,"Kenyon, Lloyd Kenyon, Baron, 1732-1802",Person,Person,Unknown,Person Unknown
kerinrichardbolger,"Kerin, Richard Bolger",Person,Person,Unknown,Person Unknown
kerverjacques1583,"Kerver, Jacques, -1583",Person,Person,Unknown,Person Unknown
kesebergjacob16131686,"Keseberg, Jacob, 1613-1686",Person,Person,Unknown,Person Unknown
ketelhodtcarlgerhardvon17381814,"Ketelhodt, Carl Gerhard von, 1738-1814",Person,Person,Unknown,Person Unknown
ketelhodtgerdvon17381814,"Ketelhodt, Gerd von, 1738-1814",Person,Person,Unknown,Person Unknown
kienbergerjonas,"Kienberger, Jonas",Person,Person,Unknown,Person Unknown
kienpergerusjonas,"Kienpergerus, Jonas",Person,Person,Unknown,Person Unknown
kimberleyjohnwodehouseearlof18261902,"Kimberley, John Wodehouse, Earl of, 1826-1902",Person,Person,Unknown,Person Unknown
kingemily,"King, Emily",Person,Person,Unknown,Person Unknown
kingrichard,"King, Richard",Person,Person,Unknown,Person Unknown
kirkedwardc,"Kirk, Edward C.",Person,Person,Unknown,Person Unknown
kirkedwardcedwardcameron18561933,"Kirk, Edward C. (Edward Cameron), 1856-1933",Person,Person,Unknown,Person Unknown
kirklandfredericrichardson18871961,"Kirkland, Frederic Richardson, 1887-1961",Person,Person,Unknown,Person Unknown
kleinesdestillierbuch,Kleines Destillierbuch,,Person,Unknown,Person Unknown
klettfranciscusmartinus,"Klett, Franciscus Martinus",Person,Person,Unknown,Person Unknown
kleylefranzjoachimvon17751854‏,"Kleyle, Franz Joachim von, 1775-1854‏",Person,Person,Unknown,Person Unknown
klingenbergiusjoannes,"Klingenbergius, Joannes",Person,Person,Unknown,Person Unknown
klossgeorgfranzburkhard17871854,"Kloss, Georg Franz Burkhard, 1787-1854",Person,Person,Unknown,Person Unknown
knappehans,"Knappe, Hans",Person,Person,Unknown,Person Unknown
knatchbullnortonjoseph18081868,"Knatchbull, Norton Joseph, 1808-1868",Person,Person,Unknown,Person Unknown
knobelsdorff,Knobelsdorff,,Person,Unknown,Person Unknown
knobelsdorfffridericusaugustusde,"Knobelsdorff, Fridericus Augustus de",Person,Person,Unknown,Person Unknown
knobelsdorfffriedrichaugustvon,"Knobelsdorff, Friedrich August von",Person,Person,Unknown,Person Unknown
kobergerantonapproximately14401513,"Koberger, Anton, approximately 1440-1513",Person,Person,Unknown,Person Unknown
koehlerf,"Koehler, F.",Person,Person,Unknown,Person Unknown
koelhoffjohann1493,"Koelhoff, Johann, -1493",Person,Person,Unknown,Person Unknown
kofoidcharlesacharlesatwood18651947,"Kofoid, Charles A. (Charles Atwood), 1865-1947",Person,Person,Unknown,Person Unknown
koldeweyfriedrich18391909,"Koldewey, Friedrich, 1839-1909",Person,Person,Unknown,Person Unknown
koldeweyfriedrichb1866,"Koldewey, Friedrich, b. 1866",Person,Person,Unknown,Person Unknown
kraussjohannulrich16451719,"Krauss, Johann Ulrich, 1645-1719",Person,Person,Unknown,Person Unknown
kreislerwilhelmd1899,"Kreisler, Wilhelm, d. 1899",Person,Person,Unknown,Person Unknown
kreydleingeorg,"Kreydlein, Georg",Person,Person,Unknown,Person Unknown
kriegsteinmelchior,"Kriegstein, Melchior",Person,Person,Unknown,Person Unknown
krumbhaarebedwardbell18821966,"Krumbhaar, E. B. (Edward Bell), 1882-1966",Person,Person,Unknown,Person Unknown
lachevièrelouisde,"La Chevière, Louis de",Person,Person,Unknown,Person Unknown
lamoussayefrançoisdegoyondematignonbaronde16201650,"La Moussaye, François de Goyon de Matignon, baron de, 1620?-1650",Person,Person,Unknown,Person Unknown
lanoneguillermusde,"La None, Guillermus de",Person,Person,Unknown,Person Unknown
laportesibylledefl15851595,"La Porte, Sibylle de, fl. 1585-1595?",Person,Person,Unknown,Person Unknown
laroecharlesde,"La Roe, Charles de",Person,Person,Unknown,Person Unknown
lachamonjohannes,"Lachamon, Johannes",Person,Person,Unknown,Person Unknown
lachmannjohann14911538,"Lachmann, Johann, 1491-1538",Person,Person,Unknown,Person Unknown
lachnsdorfjoseph,"Lachnsdorf, Joseph",Person,Person,Unknown,Person Unknown
lachèvrefrédéric18551943,"Lachèvre, Frédéric, 1855-1943",Person,Person,Unknown,Person Unknown
lactaniusjoseph,"Lactanius, Joseph",Person,Person,Unknown,Person Unknown
laengnerteodorod1874,"Laengner, Teodoro, d. 1874",Person,Person,Unknown,Person Unknown
lafitapancracio,"Lafita, Pancracio",Person,Person,Unknown,Person Unknown
lafitapancrazio,"Lafita, Pancrazio",Person,Person,Unknown,Person Unknown
lambert,Lambert,,Person,Unknown,Person Unknown
lambertandreas,"Lambert, Andreas",Person,Person,Unknown,Person Unknown
lambertandré,"Lambert, André",Person,Person,Unknown,Person Unknown
lambertonwawilliamalexander18481910,"Lamberton, W. A. (William Alexander), 1848-1910",Person,Person,Unknown,Person Unknown
lambillyhenrihumbertcomtede18321871,"Lambilly, Henri Humbert, comte de, 1832-1871",Person,Person,Unknown,Person Unknown
lametadrienaugustindebussyde16211691,"Lamet, Adrien-Augustin de Bussy de, 1621-1691",Person,Person,Unknown,Person Unknown
lamonta,"Lamont, A.",Person,Person,Unknown,Person Unknown
lamontaustin19051969,"Lamont, Austin, 1905-1969",Person,Person,Unknown,Person Unknown
landialfonsob1585,"Landi, Alfonso, b. 1585?",Person,Person,Unknown,Person Unknown
landorwaltersavage17751864,"Landor, Walter Savage, 1775-1864",Person,Person,Unknown,Person Unknown
landsbergbartoldvond1602,"Landsberg, Bartold von, d. 1602",Person,Person,Unknown,Person Unknown
landsbergwallyfl1918,"Landsberg, Wally, fl. 1918",Person,Person,Unknown,Person Unknown
lapilorenzo,"Lapi, Lorenzo",Person,Person,Unknown,Person Unknown
laugingernarzisd1534or1539,"Lauginger, Narzis, d. 1534 or 1539",Person,Person,Unknown,Person Unknown
laurentabbé,"Laurent, abbé",Person,Person,Unknown,Person Unknown
laurentjohannes,"Laurent, Johannes",Person,Person,Unknown,Person Unknown
laurentiusj,"Laurentius, J.",Person,Person,Unknown,Person Unknown
lauriaarthur,"Lauria, Arthur",Person,Person,Unknown,Person Unknown
laurovincenzo,"Lauro, Vincenzo",Person,Person,Unknown,Person Unknown
layardaustenhenrysir18171894,"Layard, Austen Henry, Sir, 1817-1894",Person,Person,Unknown,Person Unknown
lazardah,"Lazard, A. H.",Person,Person,Unknown,Person Unknown
lazarowski,Lazarowski,,Person,Unknown,Person Unknown
laziuswolfgang15141565,"Lazius, Wolfgang, 1514-1565",Person,Person,Unknown,Person Unknown
leveneuralexispaulmichelcomtetanneguy17461833,"Le Veneur, Alexis-Paul-Michel, comte Tanneguy, 1746-1833",Person,Person,Unknown,Person Unknown
leacharlottea,"Lea, Charlotte A.",Person,Person,Unknown,Person Unknown
lealym,"Lealy, M.",Person,Person,Unknown,Person Unknown
learywa,"Leary, W. A.",Person,Person,Unknown,Person Unknown
lefebvrejeanbaptistejacquesd1787,"Lefebvre, Jean-Baptiste-Jacques, d. 1787?",Person,Person,Unknown,Person Unknown
leffertsmarshallcmarshallclifford18481928,"Lefferts, Marshall C. (Marshall Clifford), 1848-1928",Person,Person,Unknown,Person Unknown
leighthomas,"Leigh, Thomas",Person,Person,Unknown,Person Unknown
leighwilliam,"Leigh, William",Person,Person,Unknown,Person Unknown
leighton,Leighton,,Person,Unknown,Person Unknown
leistfriedrich,"Leist, Friedrich",Person,Person,Unknown,Person Unknown
lemperlypaul18581939,"Lemperly, Paul, 1858-1939",Person,Person,Unknown,Person Unknown
leonejuanantonio,"Leone, Juan Antonio",Person,Person,Unknown,Person Unknown
leonissasilvesterà,"Leonissa, Silvester à",Person,Person,Unknown,Person Unknown
leontoriusjoannesdozlerusd1563,"Leontorius, Joannes Dozlerus, d. 1563",Person,Person,Unknown,Person Unknown
leo‏xpope14751521‏,"Leo‏ X, Pope, 1475-1521‏",Person,Person,Unknown,Person Unknown
lersnerachillesaugustvon16621732,"Lersner, Achilles August von, 1662-1732",Person,Person,Unknown,Person Unknown
leveneurdetillières,Leveneur de Tillières,,Person,Unknown,Person Unknown
lewisjohnh,"Lewis, John H.",Person,Person,Unknown,Person Unknown
lewissweir,"Lewis, S. Weir",Person,Person,Unknown,Person Unknown
librairieetrangèrebarberyfrères,"Librairie Etrangère, Barbery Frères",Person,Person,Unknown,Person Unknown
libriguillaume18031869,"Libri, Guillaume, 1803-1869",Person,Person,Unknown,Person Unknown
lichtenauheinrichvonca14451517,"Lichtenau, Heinrich von, ca. 1445-1517",Person,Person,Unknown,Person Unknown
liebaersherman,"Liebaers, Herman",Person,Person,Unknown,Person Unknown
listerwilliam17561830,"Lister, William, 1756-1830",Person,Person,Unknown,Person Unknown
lloydpeterzachary,"Lloyd, Peter Zachary",Person,Person,Unknown,Person Unknown
lloydwallislloyd,"Lloyd, Wallis &amp; Lloyd",Person,Person,Unknown,Person Unknown
locicastridurantis,Loci Castri Durantis,,Person,Unknown,Person Unknown
lodolafranciscusmaria,"Lodola, Franciscus Maria",Person,Person,Unknown,Person Unknown
loganj,"Logan, J.",Person,Person,Unknown,Person Unknown
loganjames,"Logan, James",Person,Person,Unknown,Person Unknown
lomatiojoannespetrusdeactive14921496,"Lomatio, Joannes Petrus de, active 1492-1496",Person,Person,Unknown,Person Unknown
lombardellihoratio,"Lombardelli, Horatio",Person,Person,Unknown,Person Unknown
lonsdalehughcecillowtherearlof18571944,"Lonsdale, Hugh Cecil Lowther, Earl of, 1857-1944",Person,Person,Unknown,Person Unknown
lordbracco,Lord Bracco,,Person,Unknown,Person Unknown
lorenzgerhard,"Lorenz, Gerhard",Person,Person,Unknown,Person Unknown
lorenzinifrancesco,"Lorenzini, Francesco",Person,Person,Unknown,Person Unknown
lorticmmarcelin18521928,"Lortic, M. (Marcelin), 1852-1928",Person,Person,Unknown,Person Unknown
lorticmarcelin18221892,"Lortic, Marcelin, 1822-1892",Person,Person,Unknown,Person Unknown
lottermelchiorca14701549,"Lotter, Melchior, ca. 1470-1549",Person,Person,Unknown,Person Unknown
louberjacobus14401513,"Louber, Jacobus, 1440-1513",Person,Person,Unknown,Person Unknown
loudounedithmaudcountessof18331874,"Loudoun, Edith Maud, Countess of, 1833-1874",Person,Person,Unknown,Person Unknown
loudounjohncampbellearlof17051782,"Loudoun, John Campbell, Earl of, 1705-1782",Person,Person,Unknown,Person Unknown
louischevalierdelachevière,"Louis, chevalier de La Chevière",Person,Person,Unknown,Person Unknown
louÿspierre18701925,"Louÿs, Pierre, 1870-1925",Person,Person,Unknown,Person Unknown
lovedenfh,"Loveden, F. H.",Person,Person,Unknown,Person Unknown
loveringjs,"Lovering, J. S.",Person,Person,Unknown,Person Unknown
lowrywilliam,"Lowry, William",Person,Person,Unknown,Person Unknown
lowther,Lowther,,Person,Unknown,Person Unknown
ludwigfriedrichprinceofschwarzburgrudolstadt17671807,"Ludwig Friedrich, Prince of Schwarzburg-Rudolstadt, 1767-1807",Person,Person,Unknown,Person Unknown
ludwigiiidukeofwürttemberg15541593,"Ludwig III, Duke of Württemberg, 1554-1593",Person,Person,Unknown,Person Unknown
ludwigrudolphdukeofbraunschweiglüneburg16711735,"Ludwig Rudolph, Duke of Braunschweig-Lüneburg, 1671-1735",Person,Person,Unknown,Person Unknown
ludwigwilhelmimargraveofbaden16551707,"Ludwig Wilhelm I, Margrave of Baden, 1655-1707",Person,Person,Unknown,Person Unknown
ludwigvonrenchenactive15thcentury16thcentury,"Ludwig, von Renchen, active 15th century-16th century",Person,Person,Unknown,Person Unknown
luigideromanis,Luigi de Romanis,,Person,Unknown,Person Unknown
lunzejohanngottlob17531826,"Lunze, Johann Gottlob, 1753-1826",Person,Person,Unknown,Person Unknown
luxmoorehe,"Luxmoore, H. E.",Person,Person,Unknown,Person Unknown
luxmoorehenryelford18411926,"Luxmoore, Henry Elford, 1841-1926",Person,Person,Unknown,Person Unknown
luxmorehe,"Luxmore, H. E.",Person,Person,Unknown,Person Unknown
lyelljamesprjamespatrickronaldsonb1871,"Lyell, James P. R. (James Patrick Ronaldson), b. 1871",Person,Person,Unknown,Person Unknown
lyngisbiew,"Lyngisbie, W.",Person,Person,Unknown,Person Unknown
léonnicolás18591929,"Léon, Nicolás, 1859-1929",Person,Person,Unknown,Person Unknown
mbhansche,M.B. Hansche,Person,Person,Unknown,Person Unknown
macauleyfranciscampbell,"Macauley, Francis Campbell",Person,Person,Unknown,Person Unknown
maccullochr,"MacCulloch, R.",Person,Person,Unknown,Person Unknown
maccullochrobert,"MacCulloch, Robert",Person,Person,Unknown,Person Unknown
macdonaldjamesramsay18661937,"MacDonald, James Ramsay, 1866-1937",Person,Person,Unknown,Person Unknown
machiavelliniccolo14691527,"Machiavelli, Niccolo, 1469-1527",Person,Person,Unknown,Person Unknown
machnizkyhenricusamadeus,"Machnizky, Henricus Amadeus",Person,Person,Unknown,Person Unknown
mackaywmacdonald,"MacKay, W. MacDonald",Person,Person,Unknown,Person Unknown
mackenziej,"Mackenzie, J.",Person,Person,Unknown,Person Unknown
madaidavidsamuelvon17091780,"Madai, David Samuel von, 1709-1780",Person,Person,Unknown,Person Unknown
madridspain,"Madrid, Spain",Person,Person,Unknown,Person Unknown
madrigalifrancesco,"Madrigali, Francesco",Person,Person,Unknown,Person Unknown
madruzzocristoforo15121578,"Madruzzo, Cristoforo, 1512-1578",Person,Person,Unknown,Person Unknown
maffeibernardino15141553,"Maffei, Bernardino, 1514-1553",Person,Person,Unknown,Person Unknown
maganzigiuseppe,"Maganzi, Giuseppe",Person,Person,Unknown,Person Unknown
maierfrank,"Maier, Frank",Person,Person,Unknown,Person Unknown
mainssonnatgilbert,"Mainssonnat, Gilbert",Person,Person,Unknown,Person Unknown
maiorjohannes,"Maior, Johannes",Person,Person,Unknown,Person Unknown
mairpaulhector15171579,"Mair, Paul Hector, 1517-1579",Person,Person,Unknown,Person Unknown
mairpaulushector15171579,"Mair, Paulus Hector, 1517-1579",Person,Person,Unknown,Person Unknown
majore,"Major, E.",Person,Person,Unknown,Person Unknown
majorjohannesca1535401615,"Major, Johannes, ca. 1535/40-1615",Person,Person,Unknown,Person Unknown
maletjohannes,"Malet, Johannes",Person,Person,Unknown,Person Unknown
malmesburyjamesharrisearlof17461820,"Malmesbury, James Harris, Earl of, 1746-1820",Person,Person,Unknown,Person Unknown
malvezziducadisantacandida,"Malvezzi, duca di Santa Candida",Person,Person,Unknown,Person Unknown
malvinnimalvezzi,Malvinni-Malvezzi,,Person,Unknown,Person Unknown
mangoltmartin,"Mangolt, Martin",Person,Person,Unknown,Person Unknown
mannucciushieronymus,"Mannuccius, Hieronymus",Person,Person,Unknown,Person Unknown
mansop,"Manso, P.",Person,Person,Unknown,Person Unknown
mansopedro,"Manso, Pedro",Person,Person,Unknown,Person Unknown
mantegazzifilippoactive14901499,"Mantegazzi, Filippo, active 1490-1499",Person,Person,Unknown,Person Unknown
manutiogiovanni,"Manutio, Giovanni",Person,Person,Unknown,Person Unknown
manzolomicheleactive14761481,"Manzolo, Michele, active 1476-1481",Person,Person,Unknown,Person Unknown
marcellusmarcusclaudius4223bc,"Marcellus, Marcus Claudius, 42-23 B.C.",Person,Person,Unknown,Person Unknown
marchmontpatrickhumeearlof16411724,"Marchmont, Patrick Hume, Earl of, 1641-1724",Person,Person,Unknown,Person Unknown
marcolinifrancescoca1500ca1559,"Marcolini, Francesco, ca. 1500-ca. 1559",Person,Person,Unknown,Person Unknown
mariavonplattenberg,Maria von Plattenberg,,Person,Unknown,Person Unknown
mariniluigigaetano17421815,"Marini, Luigi Gaetano, 1742-1815",Person,Person,Unknown,Person Unknown
marleraimondvan18881936,"Marle, Raimond van, 1888-1936",Person,Person,Unknown,Person Unknown
marnefhierosmede15151595,"Marnef, Hierosme de, 1515-1595",Person,Person,Unknown,Person Unknown
marshalled,"Marshall, Ed.",Person,Person,Unknown,Person Unknown
martinofham,Martin of Ham,,Person,Unknown,Person Unknown
martintheprior,Martin the Prior,,Person,Unknown,Person Unknown
martinjosephd1828,"Martin, Joseph, d. 1828",Person,Person,Unknown,Person Unknown
martinnathaniel,"Martin, Nathaniel",Person,Person,Unknown,Person Unknown
martinez,Martinez,,Person,Unknown,Person Unknown
martinigiuseppe18701944,"Martini, Giuseppe, 1870-1944",Person,Person,Unknown,Person Unknown
martinuspraepositus,Martinus Praepositus,,Person,Unknown,Person Unknown
martiusoctavius,"Martius, Octavius",Person,Person,Unknown,Person Unknown
marton,Marton,Person,Person,Unknown,Person Unknown
martongeorge18011867,"Marton, George, 1801-1867",Person,Person,Unknown,Person Unknown
masonsidney17991871,"Mason, Sidney, 1799-1871",Person,Person,Unknown,Person Unknown
masontheodorusbaileymyers18481899,"Mason, Theodorus Bailey Myers, 1848-1899",Person,Person,Unknown,Person Unknown
matignonjacquesdegoyoncomtede15251597,"Matignon, Jacques de Goyon, Comte de, 1525-1597",Person,Person,Unknown,Person Unknown
matthewtheapostlesaint,"Matthew, the Apostle, Saint",Person,Person,Unknown,Person Unknown
mauclereugenfreiherrvon17831859,"Maucler, Eugen, Freiherr von, 1783-1859",Person,Person,Unknown,Person Unknown
maurosilvestro16191687,"Mauro, Silvestro, 1619-1687",Person,Person,Unknown,Person Unknown
maximilianielectorofbavaria15731651,"Maximilian I, Elector of Bavaria, 1573-1651",Person,Person,Unknown,Person Unknown
maymartin18221919,"May, Martin, 1822-1919",Person,Person,Unknown,Person Unknown
mayer,Mayer,Person,Person,Unknown,Person Unknown
mayeraugust,"Mayer, August",Person,Person,Unknown,Person Unknown
mayorjohnebjohneytonbickersteth18251910,"Mayor, John E. B. (John Eyton Bickersteth), 1825-1910",Person,Person,Unknown,Person Unknown
mayrjohannes,"Mayr, Johannes",Person,Person,Unknown,Person Unknown
mccallgeorgehenry18791944,"McCall, George Henry, 1879-1944",Person,Person,Unknown,Person Unknown
mcclureedmund1922,"McClure, Edmund, -1922",Person,Person,Unknown,Person Unknown
mcclureedmundd1922,"McClure, Edmund, d. 1922",Person,Person,Unknown,Person Unknown
medicigiovannide14751521,"Medici, Giovanni de', 1475-1521",Person,Person,Unknown,Person Unknown
meisteraloys18661925,"Meister, Aloys, 1866-1925",Person,Person,Unknown,Person Unknown
menard,Menard,Person,Person,Unknown,Person Unknown
mendelsohncharlesjcharlesjastrow18801939,"Mendelsohn, Charles J. (Charles Jastrow), 1880-1939",Person,Person,Unknown,Person Unknown
mendopedro,"Mendo, Pedro",Person,Person,Unknown,Person Unknown
merendagiuseppe16871767,"Merenda, Giuseppe, 1687-1767",Person,Person,Unknown,Person Unknown
